Ffurf safonol,Ffurf safonol arall ,Ffurf Saesneg,Cyfeirnod grid,Math (Cymraeg),Math (Saesneg),Awdurdod lleol (Cymraeg),Awdurdod lleol (Saesneg)
Rhyd-y-sarn,,Rhyd-y-sarn,SH6942,Anheddiad,,Gwynedd,Gwynedd
Rhyd-y-wrach,,Rhyd-y-wrach,SN1619,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
"Rhyl, Y",,Rhyl,SJ0181,Anheddiad,,Sir Ddinbych,Denbighshire
Rhymni,,Rhymney,SO1107,Anheddiad,,Caerffili,Caerphilly
Rhyndwyglydach,,Rhyndwyglydach,SN6805,Plwyf,,Abertawe,Swansea
Rhytalog,,Rhytalog,SJ2354,Anheddiad,,Sir y Fflint,Flintshire
Ridgeway,,Ridgeway,ST2988,Anheddiad,,Casnewydd,Newport
Ridleywood,,Ridleywood,SJ4051,Anheddiad,,Wrecsam,Wrexham
Ringland,,Ringland,ST3588,Anheddiad,,Casnewydd,Newport
Robeston Back,,Robeston Back,SN0715,Anheddiad,,Sir Benfro,Pembrokeshire
Robeston Wathen,,Robeston Wathen,SN0815,Anheddiad,,Sir Benfro,Pembrokeshire
Robeston West,,Robeston West,SM8809,Anheddiad,,Sir Benfro,Pembrokeshire
Roch Gate,,Roch Gate,SM8720,Anheddiad,,Sir Benfro,Pembrokeshire
Rockfield,,Rockfield,SO4814,Anheddiad,,Sir Fynwy,Monmouthshire
Rogiet,,Rogiet,ST4687,Anheddiad,,Sir Fynwy,Monmouthshire
Rose Valley,,Rose Valley,SN0000,Anheddiad,,Sir Benfro,Pembrokeshire
Rosebush,,Rosebush,SN0729,Anheddiad,,Sir Benfro,Pembrokeshire
Rosemarket,,Rosemarket,SM9508,Anheddiad,,Sir Benfro,Pembrokeshire
Rudbaxton,,Rudbaxton,SM9620,Anheddiad,,Sir Benfro,Pembrokeshire
Sageston,,Sageston,SN0503,Anheddiad,,Sir Benfro,Pembrokeshire
Sain Cadog,,St Cadocs,SO2802,Anheddiad,,Torfaen,Torfaen
Sain Dunwyd,,St Donats,SS9368,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Sain Ffagan,,St Fagans,ST1277,Anheddiad,,Caerdydd,Cardiff
Sain Nicolas,,St Nicholas,ST0974,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Sain Pedr,,St Peter’s,SN4120,Plwyf,,Sir Gaerfyrddin,Carmarthenshire
Sain Silian,,St Julians,ST3289,Anheddiad,,Casnewydd,Newport
Sain Siorys,,St Georges-super-Ely,ST0976,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Sain Tathan,,St Athan,ST1067,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Saint Andras,,St Andrews Major,ST1371,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Saint Harmon,,Saint Harmon,SN9872,Anheddiad,,Powys,Powys
Saint Hilari,,St Hilary,ST0173,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Saint-y-brid,,St Brides Major,SS8974,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Saint-y-brid,,St Brides Netherwent,ST4389,Anheddiad,,Sir Fynwy,Monmouthshire
Saint-y-nyll,,Saint-y-nyll,ST0978,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Saithffynnon,,Saithffynnon,SJ1577,Anheddiad,,Sir y Fflint,Flintshire
Saith Maen,,Saith Maen,SN9460,Nodwedd o waith dyn,,Powys,Powys
Salem,,Salem,SN6684,Anheddiad,,Ceredigion,Ceredigion
Saltmarsh,,Saltmarsh,ST3582,Anheddiad,,Casnewydd,Newport
Saltmead,,Saltmead,ST1775,Ardal,,Caerdydd,Cardiff
Saltney,,Saltney,SJ3764,Anheddiad,,Sir y Fflint,Flintshire
Sanclêr,,St Clears,SN2716,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Sandfields,,Sandfields,SS7490,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Sandy Haven,,Sandy Haven,SM8507,Anheddiad,,Sir Benfro,Pembrokeshire
Sandy Lane,,Sandy Lane,SJ4040,Anheddiad,,Wrecsam,Wrexham
Sandycroft,,Sandycroft,SJ3366,Anheddiad,,Sir y Fflint,Flintshire
Sardis,,Sardis,SN5806,,,Sir Gaerfyrddin,Carmarthenshire
Sardis,,Sardis,SN1306,Anheddiad,,Sir Benfro,Pembrokeshire
Sarn,,Sarn,SJ1179,Anheddiad,,Sir y Fflint,Flintshire
Sarn,,Sarn,SO2090,Anheddiad,,Powys,Powys
Sarn,,Sarn,SS9083,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Sarn Mellteyrn,,Sarn Mellteyrn,SH2332,Anheddiad,,Gwynedd,Gwynedd
Sarnau,,Sarnau,SH9739,Anheddiad,,Gwynedd,Gwynedd
Sarnau,,Sarnau,SJ2315,Anheddiad,,Powys,Powys
Sarnau,,Sarnau,SN3150,Anheddiad,,Ceredigion,Ceredigion
Sarnau,,Sarnau,SO0232,Anheddiad,,Powys,Powys
Sarn-bach,,Sarn-bach,SH3026,Anheddiad,,Gwynedd,Gwynedd
Sarn-wen,,Sarn-wen,SJ2718,Anheddiad,,Powys,Powys
Saron,,Saron,SH4658,Anheddiad,,Gwynedd,Gwynedd
Saron,,Saron,SJ0260,Anheddiad,,Sir Ddinbych,Denbighshire
Saron,,Saron,SN3737,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Saron,,Saron,SN6012,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Saundersfoot,,Saundersfoot,SN1304,Anheddiad,,Sir Benfro,Pembrokeshire
"Sblot, Y",,Splott,ST1976,Anheddiad,,Caerdydd,Cardiff
Scleddau,,Scleddau,SM9434,Anheddiad,,Sir Benfro,Pembrokeshire
Scurlage,,Scurlage,SS4687,Anheddiad,,Abertawe,Swansea
Sealand,,Sealand,SJ3568,Anheddiad,,Sir y Fflint,Flintshire
Sebastopol,,Sebastopol,ST2898,Anheddiad,,Torfaen,Torfaen
Seion,,Seion,SH5467,Anheddiad,,Gwynedd,Gwynedd
Senghenydd,,Senghenydd,ST1190,Anheddiad,,Caerffili,Caerphilly
Sgethrog,,Sgethrog,SO1025,Anheddiad,,Powys,Powys
Sgeti,,Sketty,SS6292,Anheddiad,,Abertawe,Swansea
Sgeti Isaf,,Lower Sketty,SS6191,Anheddiad,,Abertawe,Swansea
Sgiwen,,Skewen,SS7297,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
"Sgwâr, Y",,Square and Compass,SM8531,Anheddiad,,Sir Benfro,Pembrokeshire
Sgwrfa,,Sgwrfa,SO1410,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Shelf,,Shelf,SS9380,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Shipping,,Shipping,SN1108,Anheddiad,,Sir Benfro,Pembrokeshire
Shotton,,Shotton,SJ3068,Anheddiad,,Sir y Fflint,Flintshire
Shwt,,Shwt,SS8986,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Sili,,Sully,ST1568,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Silian,,Silian,SN5751,Anheddiad,,Ceredigion,Ceredigion
Siloh,,Siloh,SN7437,,,Sir Gaerfyrddin,Carmarthenshire
Silstwn,,Gileston,ST0167,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Simpson,,Simpson,SM8818,Anheddiad,,Sir Benfro,Pembrokeshire
Simpson Cross,,Simpson Cross,SM8919,Anheddiad,,Sir Benfro,Pembrokeshire
Singleton,,Singleton,SS6292,Anheddiad,,Abertawe,Swansea
Singret,,Singret,SJ3455,Anheddiad,,Wrecsam,Wrexham
Sirhywi,,Sirhowy,SO1410,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Six Bells,,Six Bells,SO2203,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Skerryford,,Skerryford,SM9214,Anheddiad,,Sir Benfro,Pembrokeshire
Skokholm,,Skokholm,SM7305,Ynys,,Sir Benfro,Pembrokeshire
Sgomer,,Skomer,SM7209,Ynys,,Sir Benfro,Pembrokeshire
Slade,,Slade,SM9416,Anheddiad,,Sir Benfro,Pembrokeshire
Slebets,,Slebech,SN0215,Anheddiad,,Sir Benfro,Pembrokeshire
Sling,,Sling,SH6067,Anheddiad,,Gwynedd,Gwynedd
Slough,,Slough,SO4101,Anheddiad,,Sir Fynwy,Monmouthshire
Snatchwood,,Snatchwood,SO2602,Anheddiad,,Torfaen,Torfaen
Snead,,Snead,SO3192,Anheddiad,,Powys,Powys
Soar,,Soar,SH3872,Anheddiad,,Ynys Môn,Isle of Anglesey
Soar,,Soar,SH6135,Anheddiad,,Gwynedd,Gwynedd
Soar,,Soar,SN9732,Anheddiad,,Powys,Powys
Soar,,Soar,ST0982,Anheddiad,,Caerdydd,Cardiff
Solfach,,Solva,SM8024,Anheddiad,,Sir Benfro,Pembrokeshire
Solfach Isaf,,Lower Solva,SM8024,Anheddiad,,Sir Benfro,Pembrokeshire
Solfach Uchaf,,Upper Solva,SM7924,Anheddiad,,Sir Benfro,Pembrokeshire
Somerton,,Somerton,ST3387,Anheddiad,,Casnewydd,Newport
Sonlli,,Sontley,SJ3346,Anheddiad,,Wrecsam,Wrexham
Southerndown,,Southerndown,SS8873,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Southgate,,Southgate,SN5979,Anheddiad,,Ceredigion,Ceredigion
Southgate,,Southgate,SS5588,Anheddiad,,Abertawe,Swansea
Southsea,,Southsea,SJ3051,Anheddiad,,Wrecsam,Wrexham
Southville,,Southville,ST2995,Anheddiad,,Torfaen,Torfaen
Sowhill,,Sowhill,SO2700,Anheddiad,,Torfaen,Torfaen
Spelter,,Spelter,SS8593,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Spittal,,Spittal,SM9723,Anheddiad,,Sir Benfro,Pembrokeshire
St Dials,,St Dials,ST2894,Anheddiad,,Torfaen,Torfaen
St Florence,,St Florence,SN0801,Anheddiad,,Sir Benfro,Pembrokeshire
St Thomas,,St Thomas,SS6693,Anheddiad,,Abertawe,Swansea
Stanleytown,,Stanleytown,ST0194,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Star,,Star,SN2434,Anheddiad,,Sir Benfro,Pembrokeshire
Star,,Star,SH5172,Anheddiad,,Ynys Môn,Isle of Anglesey
Star Hill,,Star Hill,SO4702,Ardal,,Sir Fynwy,Monmouthshire
Staylittle,,Staylittle,SN6489,Anheddiad,,Ceredigion,Ceredigion
Stelvio,,Stelvio,ST2987,Anheddiad,,Casnewydd,Newport
Stepaside,,Stepaside,SN1307,Anheddiad,,Sir Benfro,Pembrokeshire
Stepaside,,Stepaside,SO0889,Anheddiad,,Powys,Powys
Steynton,,Steynton,SM9107,Anheddiad,,Sir Benfro,Pembrokeshire
Stop-and-Call,,Stop-and-Call,SM9338,Anheddiad,,Sir Benfro,Pembrokeshire
Stow Park,,Stow Park,ST3087,Anheddiad,,Casnewydd,Newport
Stryt-cae-rhedyn,,Stryt-cae-rhedyn,SJ2660,Anheddiad,,Sir y Fflint,Flintshire
Strytlydan,,Strytlydan,SJ4339,Anheddiad,,Wrecsam,Wrexham
Stryt-yr-hwch,,Stryt-yr-hwch,SJ3346,Anheddiad,,Wrecsam,Wrexham
Sudbrook,,Sudbrook,ST5087,Anheddiad,,Sir Fynwy,Monmouthshire
Summer Hill,,Summer Hill,ST3288,Anheddiad,,Casnewydd,Newport
Summerhill,,Summerhill,SN1507,Anheddiad,,Sir Benfro,Pembrokeshire
Summerleaze,,Summerleaze,ST4285,Anheddiad,,Sir Fynwy,Monmouthshire
Sutton,,Sutton,SM9115,Anheddiad,,Sir Benfro,Pembrokeshire
Sutton Green,,Sutton Green,SJ4048,Anheddiad,,Wrecsam,Wrexham
Swanbridge,,Swanbridge,ST1667,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Swffryd,,Swffryd,ST2199,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Dyffryn y Swistir,,Swiss Valley,SN5202,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Swyddffynnon,,Swyddffynnon,SN6966,Anheddiad,,Ceredigion,Ceredigion
Sychdyn,,Sychdyn,SJ2466,Anheddiad,,Sir y Fflint,Flintshire
Sydallt,,Sydallt,SJ3155,Anheddiad,,Wrecsam,Wrexham
Sylen,,Sylen,SN5106,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Tabor,,Tabor,SH7517,Anheddiad,,Gwynedd,Gwynedd
Tafarnau-bach,,Tafarnau-bach,SO1110,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Tafarn-sbeit,,Tafarn-sbeit,SN1812,Anheddiad,,Sir Benfro,Pembrokeshire
Tafarn-y-bwlch,,Tafarn-y-bwlch,SN0833,Anheddiad,,Sir Benfro,Pembrokeshire
Tafolwern,,Tafolwern,SH8902,Anheddiad,,Powys,Powys
Tai-bach,,Tai-bach,SS7789,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Taigwynion,,Taigwynion,SN6387,Anheddiad,,Ceredigion,Ceredigion
Taimorfa,,Taimorfa,SH2826,Anheddiad,,Gwynedd,Gwynedd
Tai-nant,,Tai-nant,SJ2746,Anheddiad,,Wrecsam,Wrexham
Tai'r-gwaith,,Tai'r-gwaith,SN7112,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Tai'rheol,,Tai'rheol,ST1094,Anheddiad,,Caerffili,Caerphilly
Taironnen,,Taironnen,SN6503,Ardal,,Abertawe,Swansea
Tai'rysgol,,Tai'rysgol,SS6997,Anheddiad,,Abertawe,Swansea
Talachddu,,Talachddu,SO0833,Anheddiad,,Powys,Powys
Talacre,,Talacre,SJ1284,Anheddiad,,Sir y Fflint,Flintshire
Talardd,,Talardd,SH8926,Anheddiad,,Gwynedd,Gwynedd
Talbenny,,Talbenny,SM8311,Anheddiad,,Sir Benfro,Pembrokeshire
Talerddig,,Talerddig,SH9300,Anheddiad,,Powys,Powys
Talgarreg,,Talgarreg,SN4251,Anheddiad,,Ceredigion,Ceredigion
Talgarth,,Talgarth,SO1533,Anheddiad,,Powys,Powys
Taliaris,,Taliaris,SN6428,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Tallistown,,Tallistown,SO1804,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Talog,,Talog,SN3325,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Tal-sarn,,Tal-sarn,SN5456,Anheddiad,,Ceredigion,Ceredigion
Talsarnau,,Talsarnau,SH6135,Anheddiad,,Gwynedd,Gwynedd
Talweunydd,,Talweunydd,SH6947,Anheddiad,,Gwynedd,Gwynedd
Talwrn,,Talwrn,SH4977,Anheddiad,,Ynys Môn,Isle of Anglesey
Talwrn,,Talwrn,SJ2947,Anheddiad,,Wrecsam,Wrexham
Talwrn Green,,Tallarn Green,SJ4444,Anheddiad,,Wrecsam,Wrexham
Tal-y-bont,,Tal-y-bont,SH5921,Anheddiad,,Gwynedd,Gwynedd
Tal-y-bont,,Tal-y-bont,SH6070,Anheddiad,,Gwynedd,Gwynedd
Tal-y-bont,,Tal-y-bont,SH7668,Anheddiad,,Conwy,Conwy
Tal-y-bont,,Buttington,SJ2408,Anheddiad,,Powys,Powys
Tal-y-bont,,Tal-y-bont,SN6589,Anheddiad,,Ceredigion,Ceredigion
Tal-y-bont ar Wysg,,Talybont-on-Usk,SO1122,Anheddiad,,Powys,Powys
Tal-y-cafn,,Tal-y-cafn,SH7971,Anheddiad,,Conwy,Conwy
Talyllychau,,Talley,SN6332,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Tal-y-llyn,,Tal-y-llyn,SO1027,Anheddiad,,Powys,Powys
Tal-y-llyn,,Tal-y-llyn,SH7109,Anheddiad,,Gwynedd,Gwynedd
Tal-y-sarn,,Tal-y-sarn,SH4853,Anheddiad,,Gwynedd,Gwynedd
Tal-y-waun,,Tal-y-waun,SO2604,Anheddiad,,Torfaen,Torfaen
Tal-y-wern,,Tal-y-wern,SH8200,Anheddiad,,Powys,Powys
Tanerdy,,Tanerdy,SN4221,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Tangiers,,Tangiers,SM9518,Anheddiad,,Sir Benfro,Pembrokeshire
Tanglwst,,Tanglwst,SN3134,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Tan-lan,,Tan-lan,SJ1282,Anheddiad,,Sir y Fflint,Flintshire
Tan-lan,,Tan-lan,SH6142,Anheddiad,,Gwynedd,Gwynedd
Tan-lan Banks,,Tan-lan Banks,SJ1183,Anheddiad,,Sir y Fflint,Flintshire
Tan-y-fron,,Tan-y-fron,SH9564,Anheddiad,,Conwy,Conwy
Tan-y-fron,,Tan-y-fron,SJ2952,Anheddiad,,Wrecsam,Wrexham
Tanygrisiau,,Tanygrisiau,SH6845,Anheddiad,,Gwynedd,Gwynedd
Tan-y-groes,,Tan-y-groes,SN2849,Anheddiad,,Ceredigion,Ceredigion
Tan-y-maes,,Tan-y-maes,SH5266,Ardal,,Gwynedd,Gwynedd
Tegryn,,Tegryn,SN2233,Anheddiad,,Sir Benfro,Pembrokeshire
Temple Bar,,Temple Bar,SN5354,Anheddiad,,Ceredigion,Ceredigion
Temple Bar,,Temple Bar,SN5817,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
The Cot,,The Cot,ST5099,Anheddiad,,Sir Fynwy,Monmouthshire
The Cwm,,The Cwm,ST4592,Anheddiad,,Sir Fynwy,Monmouthshire
The Knap,,The Knap,ST0966,Ardal,,Bro Morgannwg,Vale of Glamorgan
The Tumble,,The Tumble,SO2511,Ardal,,Sir Fynwy,Monmouthshire
The Valley,,The Valley,SN1205,Anheddiad,,Sir Benfro,Pembrokeshire
The Village,,The Village,ST3490,Anheddiad,,Casnewydd,Newport
Thomas Chapel,,Thomas Chapel,SN1008,Anheddiad,,Sir Benfro,Pembrokeshire
Thomastown,,Thomastown,SO0506,Anheddiad,,Merthyr Tudful,Merthyr Tydfil
Thorn,,Thorn,SO2763,Anheddiad,,Powys,Powys
Thornton,,Thornton,SM9007,Anheddiad,,Sir Benfro,Pembrokeshire
Three Fingers,,Three Fingers,SJ4541,Anheddiad,,Wrecsam,Wrexham
Tiers Cross,,Tiers Cross,SM9010,Anheddiad,,Sir Benfro,Pembrokeshire
Tir Syr Walter,,Tir Syr Walter,SN6913,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Tirabad,,Tirabad,SN8741,Anheddiad,,Powys,Powys
Tircanol,,Tircanol,SS6798,Anheddiad,,Abertawe,Swansea
Tirdeunaw,,Tirdeunaw,SS6597,Anheddiad,,Abertawe,Swansea
Tirpenry,,Tirpenry,SS6798,Ardal,,Abertawe,Swansea
Tir-phil,,Tir-phil,SO1303,Anheddiad,,Caerffili,Caerphilly
Tir-y-berth,,Tir-y-berth,ST1596,Anheddiad,,Caerffili,Caerphilly
Tir-y-dail,,Tir-y-dail,SN6213,Ardal,,Sir Gaerfyrddin,Carmarthenshire
Tir-y-fron,,Tir-y-fron,SJ2859,Anheddiad,,Sir y Fflint,Flintshire
Tirymynach,,Tirymynach,SH9301,Ardal,,Powys,Powys
Tirymynach,,Tirymynach,SJ2612,Anheddiad,,Powys,Powys
Tirymynach,,Tirymynach,SN6184,Cymuned,,Ceredigion,Ceredigion
Ton,,Ton,ST3696,Anheddiad,,Sir Fynwy,Monmouthshire
Tonbreigam,,Tonbreigam,SS9979,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Ton-du,,Ton-du,SS8984,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Tonfanau,,Tonfanau,SH5603,Nodwedd o waith dyn,,Gwynedd,Gwynedd
Tongwynlais,,Tongwynlais,ST1382,Anheddiad,,Caerdydd,Cardiff
Ton-mawr,,Ton-mawr,SS8096,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Tonna,,Tonna,SS7799,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Tonpentre,,Tonpentre,SS9695,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Ton-teg,,Ton-teg,ST0986,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Tonypandy,,Tonypandy,SS9992,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Tonypistyll,,Tonypistyll,ST1996,Anheddiad,,Caerffili,Caerphilly
Tonyrefail,,Tonyrefail,ST0188,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Tonysguboriau,,Talbot Green,ST0382,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Townhill,,Townhill,SS6393,Anheddiad,,Abertawe,Swansea
Towyn,,Towyn,SH9779,Anheddiad,,Conwy,Conwy
Traeth Coch,,Red Wharf Bay,SH5480,Nodwedd tir,,Ynys Môn,Isle of Anglesey
Traeth Mawr,,Traeth Mawr,SH5939,Ardal,,Gwynedd,Gwynedd
Traeth Treco,,Trecco Bay,SS8376,Nodwedd tir,,Pen-y-bont ar Ogwr,Bridgend
Trallong,,Trallong,SN9629,Anheddiad,,Powys,Powys
Trallwn,,Trallwn,SS6996,Anheddiad,,Abertawe,Swansea
"Trallwng, Y",,Welshpool,SJ2207,Anheddiad,,Powys,Powys
Trannon,,Trannon,SN9095,Ardal,,Powys,Powys
"Transh, Y",,Tranch,SO2700,Anheddiad,,Torfaen,Torfaen
Trap,,Trap,SN6518,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Travellers Rest,,Travellers Rest,SN3819,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Trawsfynydd,,Trawsfynydd,SH7035,Anheddiad,,Gwynedd,Gwynedd
Trawsgoed,,Trawsgoed,SN6673,Anheddiad,,Ceredigion,Ceredigion
Tre loan,,Johnstown,SN3919,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Tre Mostyn,,Tre Mostyn,SJ1479,Anheddiad,,Sir y Fflint,Flintshire
Tre Taliesin,,Tre Taliesin,SN6591,Anheddiad,,Ceredigion,Ceredigion
Treadam,,Treadam,SO3815,Ardal,,Sir Fynwy,Monmouthshire
Trealaw,,Trealaw,SS9992,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Treamlod,,Ambleston,SN0025,Anheddiad,,Sir Benfro,Pembrokeshire
Trearddur,,Trearddur,SH2578,Anheddiad,,Ynys Môn,Isle of Anglesey
Tre-Aubrey,,Tre-Aubrey,ST0372,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Trebannog,,Trebannog,ST0190,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Trebanos,,Trebanos,SN7103,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Trebedw,,Trebedw,SN3640,Anheddiad,,Ceredigion,Ceredigion
Trebefered,,Boverton,SS9868,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Treberfedd,,Middletown,SJ3012,Anheddiad,,Powys,Powys
Tre-boeth,,Tre-boeth,SS6596,Anheddiad,,Abertawe,Swansea
Treborth,,Treborth,SH5570,Anheddiad,,Gwynedd,Gwynedd
Trecastell,,Trecastell,SN8829,Anheddiad,,Powys,Powys
Trecelyn,,Newbridge,ST2197,Anheddiad,,Caerffili,Caerphilly
Trecenydd,,Trecenydd,ST1487,Anheddiad,,Caerffili,Caerphilly
Trecŵn,,Trecŵn,SM9732,Anheddiad,,Sir Benfro,Pembrokeshire
Trecŵn,,Trecŵn,SN1448,Anheddiad,,Sir Benfro,Pembrokeshire
Trecynon,,Trecynon,SN9903,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Tre-ddu,,Blacktown,ST2681,Anheddiad,,Casnewydd,Newport
Tredegar,,Tredegar,SO1409,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Tredegar Newydd,,New Tredegar,SO1403,Anheddiad,,Caerffili,Caerphilly
Tredegarville,,Tredegarville,ST1976,Ardal,,Caerdydd,Cardiff
Tredelerch,,Rumney,ST2179,Anheddiad,,Caerdydd,Cardiff
Tredeml,,Templeton,SN1111,Anheddiad,,Sir Benfro,Pembrokeshire
Tredodridge,,Tredodridge,ST0577,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Tredogan,,Tredogan,ST0767,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Tredomen,,Tredomen,SO1231,Anheddiad,,Powys,Powys
Tredomen,,Tredomen,ST1394,Anheddiad,,Caerffili,Caerphilly
Tredŵr,,Waterton,SS9278,Anheddiad,,Pen-y-bont ar Ogwr,Bridgend
Tredwstan,,Tredwstan,SO1332,Anheddiad,,Powys,Powys
Tredynog,,Tredunnock,ST3794,Anheddiad,,Sir Fynwy,Monmouthshire
Tref Elliot,,Elliot's Town,SO1402,Anheddiad,,Caerffili,Caerphilly
Tre-faes,,Tre-faes,SH2532,Anheddiad,,Gwynedd,Gwynedd
Trefaldwyn,,Montgomery,SO2296,Anheddiad,,Powys,Powys
Trefalun,,Trefalun,SJ3756,Anheddiad,,Wrecsam,Wrexham
Trefansel,,Manselton,SS6495,Anheddiad,,Abertawe,Swansea
Trefaser,,Trefaser,SM8937,Anheddiad,,Sir Benfro,Pembrokeshire
Trefddyn,,Trefethin,SO2702,Anheddiad,,Torfaen,Torfaen
Trefdraeth,,Trefdraeth,SH4070,Anheddiad,,Ynys Môn,Isle of Anglesey
Trefdraeth,,Newport,SN0539,Anheddiad,,Sir Benfro,Pembrokeshire
Trefeca,,Trefeca,SO1432,Anheddiad,,Powys,Powys
Trefechan,,Trefechan,SJ2645,Anheddiad,,Wrecsam,Wrexham
Trefechan,,Trefechan,SN5881,Anheddiad,,Ceredigion,Ceredigion
Trefechan,,Trefechan,SO0308,Anheddiad,,Merthyr Tudful,Merthyr Tydfil
Trefechan,,Trevaughan,SN4021,Anheddiad,,Sir Gaerfyrddin,Carmarthenshire
Trefeglwys,,Trefeglwys,SN9790,Anheddiad,,Powys,Powys
Trefeini,,Trefeini,SH7046,Ardal,,Gwynedd,Gwynedd
Trefeitha,,Trefeitha,SO1031,Anheddiad,,Powys,Powys
Trefelen,,Bletherston,SN0621,Anheddiad,,Sir Benfro,Pembrokeshire
Trefenter,,Trefenter,SN6068,Anheddiad,,Ceredigion,Ceredigion
Trefesgob,,Bishton,ST3987,Anheddiad,,Casnewydd,Newport
Trefflemin,,Flemingston,ST0170,Anheddiad,,Bro Morgannwg,Vale of Glamorgan
Trefforest,,Trefforest,ST0888,Anheddiad,,Rhondda Cynon Taf,Rhondda Cynon Taf
Treffynnon,,Holywell,SJ1875,Anheddiad,,Sir y Fflint,Flintshire
Treffynnon,,Treffynnon,SM8428,Anheddiad,,Sir Benfro,Pembrokeshire
Trefgarn,,Trefgarn,SM9523,Anheddiad,,Sir Benfro,Pembrokeshire
Trefgarnowen,,Trefgarnowen,SM8625,Anheddiad,,Sir Benfro,Pembrokeshire
Trefil,,Trefil,SO1212,Anheddiad,,Blaenau Gwent,Blaenau Gwent
Trefilan,,Trefilan,SN5457,Anheddiad,,Ceredigion,Ceredigion
Tre-fin,,Tre-fin,SM8332,Anheddiad,,Sir Benfro,Pembrokeshire
Trefnannau,,Trefnannau,SJ2015,Anheddiad,,Powys,Powys
Trefnant,,Trefnant,SJ0570,Anheddiad,,Sir Ddinbych,Denbighshire
Trefonnen,,Nash,ST3483,Anheddiad,,Casnewydd,Newport
Trefor,,Trefor,SH3746,Anheddiad,,Gwynedd,Gwynedd
Trefor,,Trefor,SH3780,Anheddiad,,Ynys Môn,Isle of Anglesey
Trefor,,Trefor,SJ2642,Anheddiad,,Wrecsam,Wrexham
Treforgan,,Treforgan,SN7906,Anheddiad,,Castell-nedd Port Talbot,Neath Port Talbot
Treforys,,Morriston,SS6698,Anheddiad,,Abertawe,Swansea
